nbeval fitness
10000 44200.0
10000 44550.0
10000 44294.0
10000 44432.0
10000 44193.0
10000 44198.0
10000 44400.0
10000 44350.0
10000 44363.0
10000 44151.0
10000 44514.0
10000 43761.0
10000 44436.0
10000 44226.0
10000 44978.0
10000 44779.0
10000 44907.0
10000 44578.0
10000 44432.0
10000 44751.0
10000 44129.0
10000 45098.0
10000 44507.0
10000 44299.0
10000 44460.0
10000 44407.0
10000 44473.0
10000 44737.0
10000 44205.0
10000 44427.0
10000 44532.0
10000 44534.0
10000 44591.0
10000 44473.0
10000 44541.0
10000 44853.0
10000 44412.0
10000 44732.0
10000 44259.0
10000 44389.0
10000 44189.0
10000 44245.0
10000 44003.0
10000 44275.0
10000 44800.0
10000 44267.0
10000 44726.0
10000 44667.0
10000 44554.0
10000 44382.0
10000 44240.0
10000 44366.0
10000 44168.0
10000 44154.0
10000 44266.0
10000 44349.0
10000 44106.0
10000 44532.0
10000 44183.0
10000 44389.0
10000 44668.0
10000 44497.0
10000 44627.0
10000 44370.0
10000 44452.0
10000 44134.0
10000 44019.0
10000 44649.0
10000 44413.0
10000 44533.0
10000 44338.0
10000 44030.0
10000 44275.0
10000 44533.0
10000 44772.0
10000 44198.0
10000 44490.0
10000 44781.0
10000 44125.0
10000 44232.0
10000 44467.0
10000 44553.0
10000 44532.0
10000 44555.0
10000 43846.0
10000 44233.0
10000 44532.0
10000 44254.0
10000 44302.0
10000 44383.0
10000 44394.0
10000 44101.0
10000 44219.0
10000 44568.0
10000 44388.0
10000 44295.0
10000 44746.0
10000 44870.0
10000 44835.0
10000 44383.0
10000 44684.0
10000 44487.0
10000 44617.0
10000 44944.0
10000 44539.0
10000 44196.0
10000 44360.0
10000 44622.0
10000 44530.0
10000 44295.0
10000 44511.0
10000 44284.0
10000 44487.0
10000 44362.0
10000 44719.0
10000 44159.0
10000 43850.0
